text,split_sentences
I m really struggling to work this out too just this evening I was working on a track with this kind of drop and I just can t get my friggin head around it all I ll play with melody and rhythm to make bass synths more interesting but I feel it comes back to the sound design but how do I know when I ve got the right sounds Will it just work I don t know but I definitely know what you mean thanks for asking the questions,"[('I', 0), ('m', 0), ('really', 0), ('struggling', 0), ('to', 0), ('work', 0), ('this', 0), ('out', 0), ('too', 0), ('just', 0), ('this', 0), ('evening', 0), ('I', 0), ('was', 0), ('working', 0), ('on', 0), ('a', 0), ('track', 0), ('with', 0), ('this', 0), ('kind', 0), ('of', 0), ('drop', 0), ('and', 0), ('I', 0), ('just', 0), ('can', 0), ('t', 0), ('get', 0), ('my', 0), ('friggin', 0), ('head', 0), ('around', 0), ('it', 0), ('all', 0), ('I', 0), ('ll', 0), ('play', 0), ('with', 0), ('melody', 0), ('and', 0), ('rhythm', 0), ('to', 0), ('make', 0), ('bass', 0), ('synths', 0), ('more', 0), ('interesting', 0), ('but', 0), ('I', 0), ('feel', 0), ('it', 0), ('comes', 0), ('back', 0), ('to', 0), ('the', 0), ('sound', 0), ('design', 0), ('but', 0), ('how', 0), ('do', 0), ('I', 0), ('know', 0), ('when', 0), ('I', 0), ('ve', 0), ('got', 0), ('the', 0), ('right', 0), ('sounds', 0), ('Will', 0), ('it', 0), ('just', 0), ('work', 0), ('I', 0), ('don', 0), ('t', 0), ('know', 0), ('but', 0), ('I', 0), ('definitely', 0), ('know', 0), ('what', 0), ('you', 0), ('mean', 0), ('thanks', 0), ('for', 0), ('asking', 0), ('the', 0), ('questions', 0)]"
I mean Drop used to be generic for many genres of music and was when the beat came back in after the build-up if you want to hear some more melodic ideas for bass music drops check flume inzo seven lions If you want some different ideas for melodic harmonic but very electronic check out things like uplifting trance eg above beyond electro synthpop drum bass like sub focus maduk,"[('I', 0), ('mean', 0), ('Drop', 0), ('used', 0), ('to', 0), ('be', 0), ('generic', 0), ('for', 0), ('many', 0), ('genres', 0), ('of', 0), ('music', 0), ('and', 0), ('was', 0), ('when', 0), ('the', 0), ('beat', 0), ('came', 0), ('back', 0), ('in', 0), ('after', 0), ('the', 0), ('build-up', 0), ('if', 0), ('you', 0), ('want', 0), ('to', 0), ('hear', 0), ('some', 0), ('more', 0), ('melodic', 0), ('ideas', 0), ('for', 0), ('bass', 1), ('music', 0), ('drops', 0), ('check', 0), ('flume', 0), ('inzo', 0), ('seven', 0), ('lions', 0), ('If', 0), ('you', 0), ('want', 0), ('some', 0), ('different', 0), ('ideas', 0), ('for', 0), ('melodic', 0), ('harmonic', 0), ('but', 0), ('very', 0), ('electronic', 0), ('check', 0), ('out', 0), ('things', 0), ('like', 0), ('uplifting', 0), ('trance', 0), ('eg', 0), ('above', 0), ('beyond', 0), ('electro', 0), ('synthpop', 0), ('drum', 1), ('bass', 1), ('like', 0), ('sub', 0), ('focus', 0), ('maduk', 0)]"
Idk is a rock chorus REALLY just a bass guitar a drum set and pieced together lead guitar vocals A drop is a high energy section of the music If it sounds muddy it is because you have too many loud things going on in the same frequency range usually the low mids In a rock track assuming your guitar and vocals are in the same octave you can either have a loud and clear lead guitar loud and clear vocals or muddy and loud both Or you can just take the vocals out of the same octave as the guitar and suddenly things start sounding clear again Your brain doesn t like to try and decode a bunch of shit hanging out near each other in a pitch sense It s just too much work and so individual elements lose clarity This applies especially to bass sounds that engage in lots of destructive interference with each other and eat up your headroom without sounding very loud ever wonder why nobody has two bass guitar players It s not only because they are all lazy shits that don t know how to play The same thing applies to electronic music Sometimes the kick IS the sub bass If it isn t then there is room for a real sub bass Sometimes the midrange bass has a sub bass of it s own Sometimes they are separate In all cases you NEVER have two sub basses unless you are using the phasing to create a volume oscillation pre distortion a reese bass tl dr just make something that sounds cool and if it is muddy then remove competing frequencies first in the composition then in mixing and EQ,"[('Idk', 0), ('is', 0), ('a', 0), ('rock', 0), ('chorus', 0), ('REALLY', 0), ('just', 0), ('a', 0), ('bass', 1), ('guitar', 0), ('a', 0), ('drum', 0), ('set', 0), ('and', 0), ('pieced', 0), ('together', 0), ('lead', 0), ('guitar', 0), ('vocals', 0), ('A', 0), ('drop', 0), ('is', 0), ('a', 0), ('high', 0), ('energy', 0), ('section', 0), ('of', 0), ('the', 0), ('music', 0), ('If', 0), ('it', 0), ('sounds', 0), ('muddy', 2), ('it', 0), ('is', 0), ('because', 0), ('you', 0), ('have', 0), ('too', 0), ('many', 0), ('loud', 0), ('things', 0), ('going', 0), ('on', 0), ('in', 0), ('the', 0), ('same', 0), ('frequency', 0), ('range', 0), ('usually', 0), ('the', 0), ('low', 0), ('mids', 0), ('In', 0), ('a', 0), ('rock', 0), ('track', 0), ('assuming', 0), ('your', 0), ('guitar', 0), ('and', 0), ('vocals', 0), ('are', 0), ('in', 0), ('the', 0), ('same', 0), ('octave', 0), ('you', 0), ('can', 0), ('either', 0), ('have', 0), ('a', 0), ('loud', 0), ('and', 0), ('clear', 2), ('lead', 0), ('guitar', 0), ('loud', 0), ('and', 0), ('clear', 2), ('vocals', 0), ('or', 0), ('muddy', 2), ('and', 0), ('loud', 0), ('both', 0), ('Or', 0), ('you', 0), ('can', 0), ('just', 0), ('take', 0), ('the', 0), ('vocals', 0), ('out', 0), ('of', 0), ('the', 0), ('same', 0), ('octave', 0), ('as', 0), ('the', 0), ('guitar', 0), ('and', 0), ('suddenly', 0), ('things', 0), ('start', 0), ('sounding', 0), ('clear', 2), ('again', 0), ('Your', 0), ('brain', 0), ('doesn', 0), ('t', 0), ('like', 0), ('to', 0), ('try', 0), ('and', 0), ('decode', 0), ('a', 0), ('bunch', 0), ('of', 0), ('shit', 0), ('hanging', 0), ('out', 0), ('near', 0), ('each', 0), ('other', 0), ('in', 0), ('a', 0), ('pitch', 0), ('sense', 0), ('It', 0), ('s', 0), ('just', 0), ('too', 0), ('much', 0), ('work', 0), ('and', 0), ('so', 0), ('individual', 0), ('elements', 0), ('lose', 0), ('clarity', 2), ('This', 0), ('applies', 0), ('especially', 0), ('to', 0), ('bass', 1), ('sounds', 0), ('that', 0), ('engage', 0), ('in', 0), ('lots', 0), ('of', 0), ('destructive', 0), ('interference', 0), ('with', 0), ('each', 0), ('other', 0), ('and', 0), ('eat', 0), ('up', 0), ('your', 0), ('headroom', 0), ('without', 0), ('sounding', 0), ('very', 0), ('loud', 0), ('ever', 0), ('wonder', 0), ('why', 0), ('nobody', 0), ('has', 0), ('two', 0), ('bass', 1), ('guitar', 0), ('players', 0), ('It', 0), ('s', 0), ('not', 0), ('only', 0), ('because', 0), ('they', 0), ('are', 0), ('all', 0), ('lazy', 0), ('shits', 0), ('that', 0), ('don', 0), ('t', 0), ('know', 0), ('how', 0), ('to', 0), ('play', 0), ('The', 0), ('same', 0), ('thing', 0), ('applies', 0), ('to', 0), ('electronic', 0), ('music', 0), ('Sometimes', 0), ('the', 0), ('kick', 1), ('IS', 0), ('the', 0), ('sub', 0), ('bass', 1), ('If', 0), ('it', 0), ('isn', 0), ('t', 0), ('then', 0), ('there', 0), ('is', 0), ('room', 0), ('for', 0), ('a', 0), ('real', 0), ('sub', 0), ('bass', 1), ('Sometimes', 0), ('the', 0), ('midrange', 0), ('bass', 1), ('has', 0), ('a', 0), ('sub', 0), ('bass', 1), ('of', 0), ('it', 0), ('s', 0), ('own', 0), ('Sometimes', 0), ('they', 0), ('are', 0), ('separate', 0), ('In', 0), ('all', 0), ('cases', 0), ('you', 0), ('NEVER', 0), ('have', 0), ('two', 0), ('sub', 0), ('basses', 1), ('unless', 0), ('you', 0), ('are', 0), ('using', 0), ('the', 0), ('phasing', 0), ('to', 0), ('create', 0), ('a', 0), ('volume', 0), ('oscillation', 0), ('pre', 0), ('distortion', 0), ('a', 0), ('reese', 0), ('bass', 1), ('tl', 0), ('dr', 0), ('just', 0), ('make', 0), ('something', 0), ('that', 0), ('sounds', 0), ('cool', 0), ('and', 0), ('if', 0), ('it', 0), ('is', 0), ('muddy', 2), ('then', 0), ('remove', 0), ('competing', 0), ('frequencies', 0), ('first', 0), ('in', 0), ('the', 0), ('composition', 0), ('then', 0), ('in', 0), ('mixing', 0), ('and', 0), ('EQ', 0)]"
You did call it bass music though It s ya know bass oriented The majority of the masterpieces in production and design and the very best drops etc tend to have way more than just the bass and drums as the main instruments Honestly I think you just need to broaden the range of music you re listening to Hell bass music might even not be the genre that works best for you Keep in mind there s a difference between what you like to listen to and what you like to produce I don t like listening to most of my own music but others do and I absolutely love the process of making my music x200B EDIT After reading your edit I think even with the changed perspective on what I wrote it still counts just as well Majority of loud masterpieces per se in this case still have a shitton that adds to the music and in many of those the bass and drums aren t even focus points,"[('You', 0), ('did', 0), ('call', 0), ('it', 0), ('bass', 1), ('music', 0), ('though', 0), ('It', 0), ('s', 0), ('ya', 0), ('know', 0), ('bass', 1), ('oriented', 0), ('The', 0), ('majority', 0), ('of', 0), ('the', 0), ('masterpieces', 0), ('in', 0), ('production', 0), ('and', 0), ('design', 0), ('and', 0), ('the', 0), ('very', 0), ('best', 0), ('drops', 0), ('etc', 0), ('tend', 0), ('to', 0), ('have', 0), ('way', 0), ('more', 0), ('than', 0), ('just', 0), ('the', 0), ('bass', 1), ('and', 0), ('drums', 1), ('as', 0), ('the', 0), ('main', 0), ('instruments', 0), ('Honestly', 0), ('I', 0), ('think', 0), ('you', 0), ('just', 0), ('need', 0), ('to', 0), ('broaden', 0), ('the', 0), ('range', 0), ('of', 0), ('music', 0), ('you', 0), ('re', 0), ('listening', 0), ('to', 0), ('Hell', 0), ('bass', 1), ('music', 0), ('might', 0), ('even', 0), ('not', 0), ('be', 0), ('the', 0), ('genre', 0), ('that', 0), ('works', 0), ('best', 0), ('for', 0), ('you', 0), ('Keep', 0), ('in', 0), ('mind', 0), ('there', 0), ('s', 0), ('a', 0), ('difference', 0), ('between', 0), ('what', 0), ('you', 0), ('like', 0), ('to', 0), ('listen', 0), ('to', 0), ('and', 0), ('what', 0), ('you', 0), ('like', 0), ('to', 0), ('produce', 0), ('I', 0), ('don', 0), ('t', 0), ('like', 0), ('listening', 0), ('to', 0), ('most', 0), ('of', 0), ('my', 0), ('own', 0), ('music', 0), ('but', 0), ('others', 0), ('do', 0), ('and', 0), ('I', 0), ('absolutely', 0), ('love', 0), ('the', 0), ('process', 0), ('of', 0), ('making', 0), ('my', 0), ('music', 0), ('x200B', 0), ('EDIT', 0), ('After', 0), ('reading', 0), ('your', 0), ('edit', 0), ('I', 0), ('think', 0), ('even', 0), ('with', 0), ('the', 0), ('changed', 0), ('perspective', 0), ('on', 0), ('what', 0), ('I', 0), ('wrote', 0), ('it', 0), ('still', 0), ('counts', 0), ('just', 0), ('as', 0), ('well', 0), ('Majority', 0), ('of', 0), ('loud', 0), ('masterpieces', 0), ('per', 0), ('se', 0), ('in', 0), ('this', 0), ('case', 0), ('still', 0), ('have', 0), ('a', 0), ('shitton', 0), ('that', 0), ('adds', 0), ('to', 0), ('the', 0), ('music', 0), ('and', 0), ('in', 0), ('many', 0), ('of', 0), ('those', 0), ('the', 0), ('bass', 1), ('and', 0), ('drums', 1), ('aren', 0), ('t', 0), ('even', 0), ('focus', 0), ('points', 0)]"
In modern dubstep like the producers you ve mentioned 100 yes Sub drone kick snare maybe a hat and a perc and a fuck ton of weird distorted midrange It s been virtually unchanged for over a decade Other than perhaps it s gotten less rhythmic over the years Dubstep is typically one of the least musical subgenres and certainly the least rhythmic Its allure rests entirely on its hyper-aggressive sound design Before someone gets mad at me listen to early Benga and Skream and tell me the genre hasn t gotten less musical and rhythmic and become entirely focused on sound design,"[('In', 0), ('modern', 0), ('dubstep', 0), ('like', 0), ('the', 0), ('producers', 0), ('you', 0), ('ve', 0), ('mentioned', 0), ('100', 0), ('yes', 0), ('Sub', 0), ('drone', 0), ('kick', 0), ('snare', 0), ('maybe', 0), ('a', 0), ('hat', 0), ('and', 0), ('a', 0), ('perc', 0), ('and', 0), ('a', 0), ('fuck', 0), ('ton', 0), ('of', 0), ('weird', 0), ('distorted', 2), ('midrange', 0), ('It', 0), ('s', 0), ('been', 0), ('virtually', 0), ('unchanged', 0), ('for', 0), ('over', 0), ('a', 0), ('decade', 0), ('Other', 0), ('than', 0), ('perhaps', 0), ('it', 0), ('s', 0), ('gotten', 0), ('less', 0), ('rhythmic', 0), ('over', 0), ('the', 0), ('years', 0), ('Dubstep', 0), ('is', 0), ('typically', 0), ('one', 0), ('of', 0), ('the', 0), ('least', 0), ('musical', 0), ('subgenres', 0), ('and', 0), ('certainly', 0), ('the', 0), ('least', 0), ('rhythmic', 0), ('Its', 0), ('allure', 0), ('rests', 0), ('entirely', 0), ('on', 0), ('its', 0), ('hyper-aggressive', 0), ('sound', 0), ('design', 0), ('Before', 0), ('someone', 0), ('gets', 0), ('mad', 0), ('at', 0), ('me', 0), ('listen', 0), ('to', 0), ('early', 0), ('Benga', 0), ('and', 0), ('Skream', 0), ('and', 0), ('tell', 0), ('me', 0), ('the', 0), ('genre', 0), ('hasn', 0), ('t', 0), ('gotten', 0), ('less', 0), ('musical', 0), ('and', 0), ('rhythmic', 0), ('and', 0), ('become', 0), ('entirely', 0), ('focused', 0), ('on', 0), ('sound', 0), ('design', 0)]"
yes but no but def yes lol but seriously tho you already seem to be familiar with the basic concept of writing music so let s skip that I m not mr bill virtual riot or anyone not even close lol but the way I do bass music and glitch music and if I have situation like this then what I do is I make the usual chord progression maybe counter melody keep it simple tho unless you wanna make alon mor type shit then arrange the chords and melody according to what the beat is asking for rather than putting the chords and melody all the way I might cut the chord or melody once in a while and put some glitched sounds or granulized foley and then bring the chord again which creates that glitch effect there are multiple vst you can apply too your chord to match the vibe if you re working on shit like this glitch2 effectrix gross beat shaperbox and other 3rd party vst check them out and play around since you re not making typical martin garrix bullshit you can do whatever you want with it play around switch things up once in a while and make shit good but experimental at the same time it s just basic and that,"[('yes', 0), ('but', 0), ('no', 0), ('but', 0), ('def', 0), ('yes', 0), ('lol', 0), ('but', 0), ('seriously', 0), ('tho', 0), ('you', 0), ('already', 0), ('seem', 0), ('to', 0), ('be', 0), ('familiar', 0), ('with', 0), ('the', 0), ('basic', 0), ('concept', 0), ('of', 0), ('writing', 0), ('music', 0), ('so', 0), ('let', 0), ('s', 0), ('skip', 0), ('that', 0), ('I', 0), ('m', 0), ('not', 0), ('mr', 0), ('bill', 0), ('virtual', 0), ('riot', 0), ('or', 0), ('anyone', 0), ('not', 0), ('even', 0), ('close', 0), ('lol', 0), ('but', 0), ('the', 0), ('way', 0), ('I', 0), ('do', 0), ('bass', 1), ('music', 0), ('and', 0), ('glitch', 0), ('music', 0), ('and', 0), ('if', 0), ('I', 0), ('have', 0), ('situation', 0), ('like', 0), ('this', 0), ('then', 0), ('what', 0), ('I', 0), ('do', 0), ('is', 0), ('I', 0), ('make', 0), ('the', 0), ('usual', 0), ('chord', 0), ('progression', 0), ('maybe', 0), ('counter', 0), ('melody', 0), ('keep', 0), ('it', 0), ('simple', 0), ('tho', 0), ('unless', 0), ('you', 0), ('wanna', 0), ('make', 0), ('alon', 0), ('mor', 0), ('type', 0), ('shit', 0), ('then', 0), ('arrange', 0), ('the', 0), ('chords', 0), ('and', 0), ('melody', 0), ('according', 0), ('to', 0), ('what', 0), ('the', 0), ('beat', 0), ('is', 0), ('asking', 0), ('for', 0), ('rather', 0), ('than', 0), ('putting', 0), ('the', 0), ('chords', 0), ('and', 0), ('melody', 0), ('all', 0), ('the', 0), ('way', 0), ('I', 0), ('might', 0), ('cut', 0), ('the', 0), ('chord', 0), ('or', 0), ('melody', 0), ('once', 0), ('in', 0), ('a', 0), ('while', 0), ('and', 0), ('put', 0), ('some', 0), ('glitched', 0), ('sounds', 0), ('or', 0), ('granulized', 0), ('foley', 0), ('and', 0), ('then', 0), ('bring', 0), ('the', 0), ('chord', 0), ('again', 0), ('which', 0), ('creates', 0), ('that', 0), ('glitch', 0), ('effect', 0), ('there', 0), ('are', 0), ('multiple', 0), ('vst', 0), ('you', 0), ('can', 0), ('apply', 0), ('too', 0), ('your', 0), ('chord', 0), ('to', 0), ('match', 0), ('the', 0), ('vibe', 0), ('if', 0), ('you', 0), ('re', 0), ('working', 0), ('on', 0), ('shit', 0), ('like', 0), ('this', 0), ('glitch2', 0), ('effectrix', 0), ('gross', 0), ('beat', 0), ('shaperbox', 0), ('and', 0), ('other', 0), ('3rd', 0), ('party', 0), ('vst', 0), ('check', 0), ('them', 0), ('out', 0), ('and', 0), ('play', 0), ('around', 0), ('since', 0), ('you', 0), ('re', 0), ('not', 0), ('making', 0), ('typical', 0), ('martin', 0), ('garrix', 0), ('bullshit', 0), ('you', 0), ('can', 0), ('do', 0), ('whatever', 0), ('you', 0), ('want', 0), ('with', 0), ('it', 0), ('play', 0), ('around', 0), ('switch', 0), ('things', 0), ('up', 0), ('once', 0), ('in', 0), ('a', 0), ('while', 0), ('and', 0), ('make', 0), ('shit', 0), ('good', 0), ('but', 0), ('experimental', 0), ('at', 0), ('the', 0), ('same', 0), ('time', 0), ('it', 0), ('s', 0), ('just', 0), ('basic', 0), ('and', 0), ('that', 0)]"
ELI5 What makes the timbre of a guitar and piano so different They re both string instruments so shouldn t they sound somewhat similar,"[('ELI5', 0), ('What', 0), ('makes', 0), ('the', 0), ('timbre', 0), ('of', 0), ('a', 0), ('guitar', 1), ('and', 0), ('piano', 1), ('so', 0), ('different', 0), ('They', 0), ('re', 0), ('both', 0), ('string', 0), ('instruments', 0), ('so', 0), ('shouldn', 0), ('t', 0), ('they', 0), ('sound', 0), ('somewhat', 0), ('similar', 0)]"
They do have some things in common - they re both vibrating strings that are amplified by a wooden chamber for the sound to reverberate in the case of an acoustic guitar and grand piano The primary difference is what causes the string to make its sound A guitar uses a nylon or steel string that s plucked using a fingertip or plastic pick A typical piano key is actually three different steel wires that are all struck simultaneously by a hammer covered in felt There are lots of other differences like the tension of the string the methods used to stop the vibration the range of possible notes that can be played the number of simultaneous notes and so on A surprising range of sounds can be made by instruments that are surprisingly similar A violin is a string instrument and similar in many ways to a guitar but it has a very different sound in large part because it s played with a bow but there are many other subtle differences that overall lead to a quite different sound,"[('They', 0), ('do', 0), ('have', 0), ('some', 0), ('things', 0), ('in', 0), ('common', 0), ('-', 0), ('they', 0), ('re', 0), ('both', 0), ('vibrating', 0), ('strings', 0), ('that', 0), ('are', 0), ('amplified', 0), ('by', 0), ('a', 0), ('wooden', 0), ('chamber', 0), ('for', 0), ('the', 0), ('sound', 0), ('to', 0), ('reverberate', 0), ('in', 0), ('the', 0), ('case', 0), ('of', 0), ('an', 0), ('acoustic', 0), ('guitar', 1), ('and', 0), ('grand', 0), ('piano', 1), ('The', 0), ('primary', 0), ('difference', 0), ('is', 0), ('what', 0), ('causes', 0), ('the', 0), ('string', 0), ('to', 0), ('make', 0), ('its', 0), ('sound', 0), ('A', 0), ('guitar', 1), ('uses', 0), ('a', 0), ('nylon', 0), ('or', 0), ('steel', 0), ('string', 0), ('that', 0), ('s', 0), ('plucked', 0), ('using', 0), ('a', 0), ('fingertip', 0), ('or', 0), ('plastic', 0), ('pick', 0), ('A', 0), ('typical', 0), ('piano', 1), ('key', 0), ('is', 0), ('actually', 0), ('three', 0), ('different', 0), ('steel', 0), ('wires', 0), ('that', 0), ('are', 0), ('all', 0), ('struck', 0), ('simultaneously', 0), ('by', 0), ('a', 0), ('hammer', 0), ('covered', 0), ('in', 0), ('felt', 0), ('There', 0), ('are', 0), ('lots', 0), ('of', 0), ('other', 0), ('differences', 0), ('like', 0), ('the', 0), ('tension', 0), ('of', 0), ('the', 0), ('string', 0), ('the', 0), ('methods', 0), ('used', 0), ('to', 0), ('stop', 0), ('the', 0), ('vibration', 0), ('the', 0), ('range', 0), ('of', 0), ('possible', 0), ('notes', 0), ('that', 0), ('can', 0), ('be', 0), ('played', 0), ('the', 0), ('number', 0), ('of', 0), ('simultaneous', 0), ('notes', 0), ('and', 0), ('so', 0), ('on', 0), ('A', 0), ('surprising', 0), ('range', 0), ('of', 0), ('sounds', 0), ('can', 0), ('be', 0), ('made', 0), ('by', 0), ('instruments', 0), ('that', 0), ('are', 0), ('surprisingly', 0), ('similar', 0), ('A', 0), ('violin', 1), ('is', 0), ('a', 0), ('string', 0), ('instrument', 0), ('and', 0), ('similar', 0), ('in', 0), ('many', 0), ('ways', 0), ('to', 0), ('a', 0), ('guitar', 1), ('but', 0), ('it', 0), ('has', 0), ('a', 0), ('very', 0), ('different', 0), ('sound', 0), ('in', 0), ('large', 0), ('part', 0), ('because', 0), ('it', 0), ('s', 0), ('played', 0), ('with', 0), ('a', 0), ('bow', 0), ('but', 0), ('there', 0), ('are', 0), ('many', 0), ('other', 0), ('subtle', 0), ('differences', 0), ('that', 0), ('overall', 0), ('lead', 0), ('to', 0), ('a', 0), ('quite', 0), ('different', 0), ('sound', 0)]"
Now we re talking about resonance and what amplifies the vibrations from the strings and out to the air Both size of the resonance chamber or lack thereof and the materials used to make it comes into play with distinguishing sounds Most wooden string instruments are hollow allowing the sound to bounce back and forth inside the body of the instrument and the amount of bouncing the sound does influences the sound A piano is much bigger than a guitar so the sound bounces a lot making a rounder softer tune,"[('Now', 0), ('we', 0), ('re', 0), ('talking', 0), ('about', 0), ('resonance', 0), ('and', 0), ('what', 0), ('amplifies', 0), ('the', 0), ('vibrations', 0), ('from', 0), ('the', 0), ('strings', 0), ('and', 0), ('out', 0), ('to', 0), ('the', 0), ('air', 0), ('Both', 0), ('size', 0), ('of', 0), ('the', 0), ('resonance', 0), ('chamber', 0), ('or', 0), ('lack', 0), ('thereof', 0), ('and', 0), ('the', 0), ('materials', 0), ('used', 0), ('to', 0), ('make', 0), ('it', 0), ('comes', 0), ('into', 0), ('play', 0), ('with', 0), ('distinguishing', 0), ('sounds', 0), ('Most', 0), ('wooden', 0), ('string', 0), ('instruments', 0), ('are', 0), ('hollow', 0), ('allowing', 0), ('the', 0), ('sound', 0), ('to', 0), ('bounce', 0), ('back', 0), ('and', 0), ('forth', 0), ('inside', 0), ('the', 0), ('body', 0), ('of', 0), ('the', 0), ('instrument', 0), ('and', 0), ('the', 0), ('amount', 0), ('of', 0), ('bouncing', 0), ('the', 0), ('sound', 0), ('does', 0), ('influences', 0), ('the', 0), ('sound', 0), ('A', 0), ('piano', 1), ('is', 0), ('much', 0), ('bigger', 0), ('than', 0), ('a', 0), ('guitar', 0), ('so', 0), ('the', 0), ('sound', 0), ('bounces', 0), ('a', 0), ('lot', 0), ('making', 0), ('a', 0), ('rounder', 2), ('softer', 2), ('tune', 0)]"
Use a low or medium tension Classical Guitar string set The guitar D is wound for your low G Strings D G B E tune to g C E A The same tuning and tension as capo 5 on a guitar I did a bunch of research on various strings and their compatibility on the ukulele Some are not suitable as the tension is too high hard I use Augustine Black Classical Guitar strings on my Tenor They will work on concert and soprano as well D Addario actually repackage their classical strings as uke strings,"[('Use', 0), ('a', 0), ('low', 0), ('or', 0), ('medium', 0), ('tension', 0), ('Classical', 0), ('Guitar', 1), ('string', 0), ('set', 0), ('The', 0), ('guitar', 1), ('D', 0), ('is', 0), ('wound', 0), ('for', 0), ('your', 0), ('low', 0), ('G', 0), ('Strings', 0), ('D', 0), ('G', 0), ('B', 0), ('E', 0), ('tune', 0), ('to', 0), ('g', 0), ('C', 0), ('E', 0), ('A', 0), ('The', 0), ('same', 0), ('tuning', 0), ('and', 0), ('tension', 0), ('as', 0), ('capo', 0), ('5', 0), ('on', 0), ('a', 0), ('guitar', 1), ('I', 0), ('did', 0), ('a', 0), ('bunch', 0), ('of', 0), ('research', 0), ('on', 0), ('various', 0), ('strings', 0), ('and', 0), ('their', 0), ('compatibility', 0), ('on', 0), ('the', 0), ('ukulele', 1), ('Some', 0), ('are', 0), ('not', 0), ('suitable', 0), ('as', 0), ('the', 0), ('tension', 0), ('is', 0), ('too', 0), ('high', 0), ('hard', 0), ('I', 0), ('use', 0), ('Augustine', 0), ('Black', 0), ('Classical', 0), ('Guitar', 1), ('strings', 0), ('on', 0), ('my', 0), ('Tenor', 0), ('They', 0), ('will', 0), ('work', 0), ('on', 0), ('concert', 0), ('and', 0), ('soprano', 0), ('as', 0), ('well', 0), ('D', 0), ('Addario', 0), ('actually', 0), ('repackage', 0), ('their', 0), ('classical', 0), ('strings', 0), ('as', 0), ('uke', 0), ('strings', 0)]"
